HOSPITAL_ID,HOSPITAL_NAME,HOSPITAL_TYPE,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,AVG_VENTILATOR_USAGE,Potential_Increase_In_Bed_Capac
401,Adventist Health Howard Memorial (FKA Frank R Howard Memorial Hospital),Critical Access Hospital,Mendocino,California,6,45,6045,25,25,4,4,0,0.81238353,2,0
402,Adventist Health Mendocino Coast (AKA Mendocino Coast District Hospital),Critical Access Hospital,Mendocino,California,6,45,6045,49,25,4,4,0,0.44797814,2,24
403,Adventist Health Ukiah Valley (FKA Ukiah Valley Medical Center),Short Term Acute Care Hospital,Mendocino,California,6,45,6045,68,50,6,6,2,0.64328766,2,18
404,Mercy Medical Center Merced,Short Term Acute Care Hospital,Merced,California,6,47,6047,186,186,20,20,0,0.65464723,10,0
405,Memorial Hospital Los Banos,Short Term Acute Care Hospital,Merced,California,6,47,6047,40,28,4,4,0,0.35371819,2,12
406,Surprise Valley Community Hospital,Critical Access Hospital,Modoc,California,6,49,6049,4,4,1,1,0,0.2589041,0,0
407,Salinas Valley Memorial Hospital,Short Term Acute Care Hospital,Monterey,California,6,53,6053,263,240,13,13,11,0.50233376,4,23
408,Natividad Medical Center,Short Term Acute Care Hospital,Monterey,California,6,53,6053,150,148,10,10,15,0.58780092,3,2
409,Community Hospital of the Monterey Peninsula (AKA Montage Health),Short Term Acute Care Hospital,Monterey,California,6,53,6053,240,227,20,20,8,0.65376866,6,13
410,Mee Memorial Hospital (FKA George L Mee Memorial Hospital),Critical Access Hospital,Monterey,California,6,53,6053,94,94,4,4,0,0.21905316,1,0
411,Queen of the Valley Medical Center,Short Term Acute Care Hospital,Napa,California,6,55,6055,208,134,36,36,6,0.44912732,6,74
412,Adventist Health St Helena (FKA St Helena Hospital - Napa Valley),Short Term Acute Care Hospital,Napa,California,6,55,6055,151,138,12,12,0,0.47751552,3,13
413,Sierra Nevada Memorial Hospital,Short Term Acute Care Hospital,Nevada,California,6,57,6057,104,104,4,4,0,0.49315068,5,0
414,Tahoe Forest Hospital,Critical Access Hospital,Nevada,California,6,57,6057,33,25,6,6,0,0.57884932,2,8
415,St Jude Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,320,290,51,51,0,0.53010178,7,30
416,St Joseph Hospital Orange,Short Term Acute Care Hospital,Orange,California,6,59,6059,426,426,32,32,0,0.45026168,6,0
417,AHMC Anaheim Regional Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,223,223,32,32,11,0.54734319,5,0
418,Hoag Hospital Newport Beach,Short Term Acute Care Hospital,Orange,California,6,59,6059,443,443,31,31,21,0.67650962,20,0
419,Garden Grove Hospital Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,167,167,12,12,12,0.29027972,5,0
420,UCI Medical Center (FKA UC Irvine Medical Center),Short Term Acute Care Hospital,Orange,California,6,59,6059,402,352,58,58,42,0.79727584,11,50
421,Huntington Beach Hospital,Short Term Acute Care Hospital,Orange,California,6,59,6059,82,82,12,12,0,0.38085532,4,0
422,Fountain Valley Regional Hospital & Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,400,400,36,36,23,0.57683563,14,0
423,Mission Hospital Mission Viejo,Short Term Acute Care Hospital,Orange,California,6,59,6059,523,523,73,73,0,0.36691344,8,0
424,College Hospital Costa Mesa,Short Term Acute Care Hospital,Orange,California,6,59,6059,122,122,21,21,0,0.94269031,0,0
425,Los Alamitos Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,162,150,17,17,0,0.68581057,6,12
426,LAC & USC Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,600,594,148,148,40,0.80121768,8,6
427,Harbor - UCLA Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,415,390,46,46,27,0.61530733,6,25
428,West Anaheim Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,167,167,20,20,0,0.40067261,8,0
429,Orange Coast Medical Center (FKA Orange Coast Memorial Medical Center),Short Term Acute Care Hospital,Orange,California,6,59,6059,222,222,21,21,12,0.53041303,5,0
430,Placentia-Linda Hospital,Short Term Acute Care Hospital,Orange,California,6,59,6059,114,114,8,8,0,0.26080912,2,0
431,La Palma Intercommunity Hospital,Short Term Acute Care Hospital,Orange,California,6,59,6059,124,124,8,8,0,0.23499779,4,0
432,Orange County - Anaheim Medical Center,Short Term Acute Care Hospital,Orange,California,6,59,6059,262,219,60,60,26,0.53357273,3,43
433,Saddleback Medical Center (FKA Saddleback Memorial Medical Center - Laguna Hills),Short Term Acute Care Hospital,Orange,California,6,59,6059,248,248,22,22,19,0.45394853,6,0
434,Anaheim Global Medical Center (FKA Western Medical Center Hospital Anaheim),Short Term Acute Care Hospital,Orange,California,6,59,6059,189,189,22,22,0,0.40545285,2,0
435,Chapman Global Medical Center (FKA Chapman Medical Center),Short Term Acute Care Hospital,Orange,California,6,59,6059,75,75,12,12,0,0.26812786,2,0
436,Orange County Global Medical Center (FKA Western Medical Center Santa Ana),Short Term Acute Care Hospital,Orange,California,6,59,6059,254,254,49,49,16,0.42960846,5,0
437,South Coast Global Medical Center (FKA Coastal Communities Hospital),Short Term Acute Care Hospital,Orange,California,6,59,6059,109,109,9,9,0,0.30503958,2,0
438,Rancho Los Amigos National Rehabilitation Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,158,114,12,12,0,0.52828646,2,44
439,Sutter Auburn Faith Hospital,Short Term Acute Care Hospital,Placer,California,6,61,6061,64,64,8,8,0,0.48497432,3,0
440,Sutter Roseville Medical Center,Short Term Acute Care Hospital,Placer,California,6,61,6061,328,264,32,32,16,0.77534246,13,64
441,Eastern Plumas Hospital - Portola Campus,Critical Access Hospital,Plumas,California,6,63,6063,9,9,2,2,0,0.36672738,0,0
442,Plumas District Hospital,Critical Access Hospital,Plumas,California,6,63,6063,16,17,4,4,0,0.36148268,2,-1
443,Seneca Healthcare District Hospital,Critical Access Hospital,Plumas,California,6,63,6063,10,10,2,2,0,0.092896178,1,0
444,Moreno Valley Medical Center,Short Term Acute Care Hospital,Riverside,California,6,65,6065,94,94,10,10,0,0.40760711,2,0
445,Menifee Global Medical Center (FKA Menifee Valley Medical Center),Short Term Acute Care Hospital,Riverside,California,6,65,6065,84,84,10,10,0,0.56079584,2,0
446,Riverside Medical Center,Short Term Acute Care Hospital,Riverside,California,6,65,6065,226,226,22,22,19,0.49818161,3,0
447,Eisenhower Health,Short Term Acute Care Hospital,Riverside,California,6,65,6065,463,345,34,34,0,0.51275045,9,118
448,JFK Memorial Hospital,Short Term Acute Care Hospital,Riverside,California,6,65,6065,145,130,16,16,0,0.39142495,4,15
449,Palo Verde Hospital,Short Term Acute Care Hospital,Riverside,California,6,65,6065,51,51,4,4,0,0.11523626,2,0
450,Hemet Valley Medical Center,Short Term Acute Care Hospital,Riverside,California,6,65,6065,304,22,18,18,0,0.46296605,6,282
451,Corona Regional Medical Center - Main Street Campus,Short Term Acute Care Hospital,Riverside,California,6,65,6065,160,160,22,22,0,0.52804792,7,0
452,Riverside University Health System Medical Center (FKA Riverside County Regional Medical Center),Short Term Acute Care Hospital,Riverside,California,6,65,6065,362,423,45,45,40,0.72145474,7,-61
453,Desert Regional Medical Center,Short Term Acute Care Hospital,Riverside,California,6,65,6065,353,326,31,31,30,0.66454685,8,27
454,Parkview Community Hospital Medical Center,Short Term Acute Care Hospital,Riverside,California,6,65,6065,193,191,13,13,12,0.39909631,5,2
455,San Gorgonio Memorial Hospital,Short Term Acute Care Hospital,Riverside,California,6,65,6065,79,61,6,6,0,0.44873118,3,18
456,Riverside Community Hospital,Short Term Acute Care Hospital,Riverside,California,6,65,6065,478,478,89,89,0,0.69434917,12,0
457,Mercy General Hospital,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,419,342,21,21,0,0.41636792,11,77
458,Sutter Medical Center - Ose Adams Medical Pavilion (FKA Sutter General Hospital),Short Term Acute Care Hospital,Sacramento,California,6,67,6067,523,523,80,80,81,0.65509313,14,0
459,VA Northern California Health Care System Valley Division - Sacramento VA Medical Center,VA Hospital,Sacramento,California,6,67,6067,50,50,1,1,0,0,2,0
460,Kaiser Permanente - Sacramento Medical Center,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,287,287,34,34,0,0.477476,6,0
461,Mercy Hospital of Folsom,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,106,106,8,8,0,0.62101316,6,0
462,Mercy San Juan Medical Center,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,370,370,56,56,26,0.68547207,23,0
463,Kaiser Permanente - South Sacramento Medical Center,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,241,233,30,30,0,0.65440202,8,8
464,Methodist Hospital of Sacramento,Short Term Acute Care Hospital,Sacramento,California,6,67,6067,158,158,20,20,12,0.58080661,9,0
465,University of California Davis Medical Center (AKA UC Davis Medical Center),Short Term Acute Care Hospital,Sacramento,California,6,67,6067,625,598,84,84,73,0.84651119,18,27
466,Hazel Hawkins Memorial Hospital,Critical Access Hospital,San Benito,California,6,69,6069,25,49,8,8,0,0.24907063,2,-24
467,Barstow Community Hospital,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,30,30,4,4,0,0.51114154,2,0
468,St Mary Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,212,213,20,20,8,0.74008697,4,-1
469,Loma Linda University Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,371,469,41,41,0,0.69706506,28,-98
470,Arrowhead Regional Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,366,366,62,62,30,0.69729614,6,0
471,Hi Desert Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,59,55,4,4,0,0.27074018,2,4
472,Redlands Community Hospital,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,195,195,12,12,17,0.63668424,5,0
473,San Antonio Regional Hospital (FKA San Antonio Community Hospital),Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,363,363,24,24,0,0.57462543,11,0
474,Community Hospital of San Bernardino,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,185,185,21,21,9,0.41734174,3,0
475,St Bernardine Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,342,328,47,47,20,0.54003507,8,14
476,Fontana Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,450,626,80,80,36,0.55159962,8,-176
477,Chino Valley Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,112,112,14,14,0,0.3435747,3,0
478,Bear Valley Community Hospital (AKA Bear Valley Community Healthcare District),Critical Access Hospital,San Bernardino,California,6,71,6071,9,9,2,2,0,0.15148756,2,0
479,Montclair Hospital Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,106,106,8,8,0,0.23251486,3,0
480,VA Loma Linda Healthcare System (AKA Jerry L Pettis Memorial Veterans Hospital),VA Hospital,San Bernardino,California,6,71,6071,162,162,0,0,0,0,0,0
481,Desert Valley Hospital,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,148,148,18,18,0,0.77276933,7,0
482,Victor Valley Global Medical Center,Short Term Acute Care Hospital,San Bernardino,California,6,71,6071,101,101,10,10,2,0.56034178,3,0
483,Colorado River Medical Center,Critical Access Hospital,San Bernardino,California,6,71,6071,25,25,4,4,0,0.14082192,1,0
484,Mountains Community Hospital,Critical Access Hospital,San Bernardino,California,6,71,6071,17,17,3,3,0,0.18791297,0,0
485,Kaiser Permanente Zion Medical Center,Short Term Acute Care Hospital,San Diego,California,6,73,6073,406,563,32,32,29,0.48262876,4,-157
486,Scripps Memorial Hospital Encinitas,Short Term Acute Care Hospital,San Diego,California,6,73,6073,193,171,12,12,0,0.69515342,5,22
487,Scripps Green Hospital,Short Term Acute Care Hospital,San Diego,California,6,73,6073,173,150,24,24,0,0.51676714,3,23
488,VA San Diego Healthcare System,VA Hospital,San Diego,California,6,73,6073,296,296,0,0,0,0,0,0
489,Alvarado Hospital Medical Center,Short Term Acute Care Hospital,San Diego,California,6,73,6073,306,226,28,28,0,0.25940114,6,80
490,Palomar Medical Center Poway (FKA Pomerado Hospital),Short Term Acute Care Hospital,San Diego,California,6,73,6073,95,95,12,12,4,0.52047741,8,0
491,Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus),Short Term Acute Care Hospital,San Diego,California,6,73,6073,93,286,48,48,0,0.71714205,10,-193
492,Tri-City Medical Center,Short Term Acute Care Hospital,San Diego,California,6,73,6073,368,290,28,28,20,0.52045345,9,78
493,Scripps Mercy Hospital San Diego,Short Term Acute Care Hospital,San Diego,California,6,73,6073,446,487,56,56,0,0.7185452,16,-41
494,Sharp Memorial Hospital,Short Term Acute Care Hospital,San Diego,California,6,73,6073,656,459,74,74,84,0.5007574,16,197
495,Sharp Coronado Hospital,Short Term Acute Care Hospital,San Diego,California,6,73,6073,59,59,7,7,0,0.32454145,2,0
496,Sharp Chula Vista Medical Center,Short Term Acute Care Hospital,San Diego,California,6,73,6073,349,243,35,35,9,0.78986412,13,106
497,Scripps Memorial Hospital La Jolla,Short Term Acute Care Hospital,San Diego,California,6,73,6073,432,365,59,59,0,0.63846874,11,67
498,Paradise Valley Hospital,Short Term Acute Care Hospital,San Diego,California,6,73,6073,291,291,15,15,0,0.4621084,6,0
499,UC San Diego Medical Center - Hillcrest,Short Term Acute Care Hospital,San Diego,California,6,73,6073,390,381,58,58,52,0.78506762,21,9
500,Sharp Grossmont Hospital,Short Term Acute Care Hospital,San Diego,California,6,73,6073,448,430,48,48,24,0.7159223,32,18
501,California Pacific Medical Center - Mission Bernal Campus (FKA California Pacific Medical Center - St Lukes Campus),Short Term Acute Care Hospital,San Francisco,California,6,75,6075,120,120,10,10,0,0.55557078,3,0
502,California Pacific Medical Center - Davies Campus,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,153,137,8,8,0,0.35156485,3,16
503,Zuckerberg San Francisco General Hospital (FKA San Francisco General Hospital),Short Term Acute Care Hospital,San Francisco,California,6,75,6075,284,284,58,58,13,0.79859155,6,0
504,Kaiser Permanente - San Francisco Medical Center,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,239,239,32,32,22,0.6196022,2,0
505,Saint Francis Memorial Hospital,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,259,156,34,34,0,0.31141552,4,103
506,Laguna Honda Hospital and Rehabilitation Center,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,11,6,1,1,0,0.042465754,0,5
507,St Marys Medical Center,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,240,113,19,19,0,0.47482118,5,127
508,UCSF Helen Diller Medical Center at Parnassus Heights,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,590,785,122,122,58,0.8194381,9,-195
509,Chinese Hospital,Short Term Acute Care Hospital,San Francisco,California,6,75,6075,65,65,6,6,0,0.27639171,2,0
510,San Francisco VA Health Care System - San Francisco VA Medical Center,VA Hospital,San Francisco,California,6,75,6075,112,112,1,1,0,0,2,0
511,Adventist Health Lodi Memorial,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,194,186,10,10,0,0.41756415,5,8
512,Kaiser Permanente - Manteca Medical Center,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,61,213,26,26,24,0.56007463,3,-152
513,San Joaquin General Hospital,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,152,196,16,16,25,0.6314649,7,-44
514,Dameron Hospital,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,202,170,12,12,0,0.20499597,4,32
515,St Josephs Medical Center,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,355,348,30,30,30,0.72087073,19,7
516,Doctors Hospital of Manteca,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,73,73,8,8,0,0.56287897,5,0
517,Sutter Tracy Community Hospital,Short Term Acute Care Hospital,San Joaquin,California,6,77,6077,77,77,8,8,0,0.41469491,4,0
518,French Hospital Medical Center,Short Term Acute Care Hospital,San Luis Obispo,California,6,79,6079,98,98,11,11,0,0.48011389,6,0
519,Twin Cities Community Hospital,Short Term Acute Care Hospital,San Luis Obispo,California,6,79,6079,122,122,18,18,0,0.3325271,4,0
520,Sierra Vista Regional Medical Center (FKA Sierra Vista Regional Medical Center),Short Term Acute Care Hospital,San Luis Obispo,California,6,79,6079,162,162,17,17,22,0.37424949,3,0
521,Arroyo Grande Community Hospital,Short Term Acute Care Hospital,San Luis Obispo,California,6,79,6079,67,53,8,8,0,0.39172912,0,14
522,Mills-Peninsula Medical Center,Short Term Acute Care Hospital,San Mateo,California,6,81,6081,241,241,24,24,12,0.52807367,6,0
523,Kaiser Permanente - Redwood City Medical Center,Short Term Acute Care Hospital,San Mateo,California,6,81,6081,153,149,20,20,4,0.47639975,2,4
524,Sequoia Hospital,Short Term Acute Care Hospital,San Mateo,California,6,81,6081,208,208,16,16,0,0.24903846,3,0
525,Seton Medical Center,Short Term Acute Care Hospital,San Mateo,California,6,81,6081,255,255,28,28,0,0.20832662,5,0
526,San Mateo Medical Center (AKA San Mateo County Health System),Short Term Acute Care Hospital,San Mateo,California,6,81,6081,509,69,7,7,0,0.43953434,2,440
527,Kaiser Permanente - South San Francisco Medical Center,Short Term Acute Care Hospital,San Mateo,California,6,81,6081,120,120,15,15,0,0.46207762,2,0
528,Lompoc Valley Medical Center Hospital,Short Term Acute Care Hospital,Santa Barbara,California,6,83,6083,60,60,6,6,0,0.33492714,3,0
529,Marian Regional Medical Center,Short Term Acute Care Hospital,Santa Barbara,California,6,83,6083,226,191,28,28,21,0.55450851,15,35
530,Goleta Valley Cottage Hospital,Short Term Acute Care Hospital,Santa Barbara,California,6,83,6083,52,28,8,8,0,0.39090019,1,24
531,Santa Barbara Cottage Hospital,Short Term Acute Care Hospital,Santa Barbara,California,6,83,6083,461,342,40,40,30,0.64056718,6,119
532,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Santa Barbara,California,6,83,6083,11,11,2,2,0,0.12976339,1,0
533,Lucile Packard Childrens Hospital Stanford (AKA Stanford Childrens Health),Childrens Hospital,Santa Clara,California,6,85,6085,396,345,124,124,124,0.72455829,5,51
534,Good Samaritan Hospital,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,404,318,24,24,45,0.67385697,10,86
535,Stanford Hospital,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,583,447,59,59,0,0.90326375,21,136
536,Kaiser Permanente - San Jose Medical Center,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,247,235,24,24,0,0.45775574,3,12
537,St Louise Regional Hospital,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,72,72,8,8,0,0.41221461,3,0
538,VA Palo Alto Health Care System - Palo Alto Division,VA Hospital,Santa Clara,California,6,85,6085,0,0,2,2,0,0,2,0
539,El Camino Hospital - Mountain View Campus,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,275,388,39,39,22,0.4702552,13,-113
540,Kaiser Permanente - Santa Clara Medical Center,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,327,327,38,38,26,0.6329605,3,0
541,Regional Medical Center of San Jose,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,264,258,34,34,6,0.84175426,14,6
542,OConnor Hospital,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,334,324,22,22,0,0.29362422,6,10
543,Santa Clara Valley Medical Center,Short Term Acute Care Hospital,Santa Clara,California,6,85,6085,681,852,59,59,53,0.50686938,7,-171
544,Watsonville Community Hospital,Short Term Acute Care Hospital,Santa Cruz,California,6,87,6087,106,106,6,6,10,0.34205222,2,0
545,Dominican Hospital,Short Term Acute Care Hospital,Santa Cruz,California,6,87,6087,222,202,16,16,14,0.62704462,10,20
546,Sutter Maternity & Surgery Center of Santa Cruz,Short Term Acute Care Hospital,Santa Cruz,California,6,87,6087,28,28,5,5,0,0.24354808,1,0
547,Shasta Regional Medical Center,Short Term Acute Care Hospital,Shasta,California,6,89,6089,226,205,37,37,0,0.37055796,11,21
548,Patients Hospital of Redding,Short Term Acute Care Hospital,Shasta,California,6,89,6089,10,10,2,2,0,0.10410959,0,0
549,Mercy Medical Center Redding,Short Term Acute Care Hospital,Shasta,California,6,89,6089,266,267,44,44,16,0.62779742,19,-1
550,Mayers Memorial Hospital,Critical Access Hospital,Shasta,California,6,89,6089,16,16,4,4,0,0.2354452,1,0
551,Mercy Medical Center Mt Shasta,Critical Access Hospital,Siskiyou,California,6,93,6093,33,25,4,4,0,0.3270137,2,8
552,Fairchild Medical Center,Critical Access Hospital,Siskiyou,California,6,93,6093,28,25,4,4,0,0.47221917,2,3
553,Kaiser Permanente - Vallejo Medical Center,Short Term Acute Care Hospital,Solano,California,6,95,6095,248,200,40,40,0,0.44384933,4,48
554,Sutter Solano Medical Center,Short Term Acute Care Hospital,Solano,California,6,95,6095,106,106,12,12,0,0.45637116,4,0
555,NorthBay Medical Center,Short Term Acute Care Hospital,Solano,California,6,95,6095,132,132,24,24,16,0.69897634,5,0
556,Sonoma Specialty Hospital (FKA Sonoma West Medical Center Palm Drive Hospital),Long Term Acute Care Hospital,Sonoma,California,6,97,6097,37,37,5,5,0,0.15795304,2,0
557,Kaiser Permanente - Santa Rosa Medical Center,Short Term Acute Care Hospital,Sonoma,California,6,97,6097,173,173,20,20,0,0.51304144,2,0
558,Sonoma Valley Hospital,Short Term Acute Care Hospital,Sonoma,California,6,97,6097,24,48,6,6,0,0.21900685,2,-24
559,Petaluma Valley Hospital,Short Term Acute Care Hospital,Sonoma,California,6,97,6097,80,80,9,9,0,0.34921449,3,0
560,Santa Rosa Memorial Hospital,Short Term Acute Care Hospital,Sonoma,California,6,97,6097,298,274,26,26,0,0.6294623,15,24
561,Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa),Short Term Acute Care Hospital,Sonoma,California,6,97,6097,84,74,12,12,12,0.80463141,4,10
562,Healdsburg District Hospital,Critical Access Hospital,Sonoma,California,6,97,6097,26,25,4,4,0,0.27178082,2,1
563,Emanuel Medical Center,Short Term Acute Care Hospital,Stanislaus,California,6,99,6099,209,209,12,12,6,0.46924034,7,0
564,Oak Valley District Hospital,Short Term Acute Care Hospital,Stanislaus,California,6,99,6099,35,35,5,5,0,0.22630137,2,0
565,Stanislaus Surgical Hospital,Short Term Acute Care Hospital,Stanislaus,California,6,99,6099,23,23,4,4,0,0.070399046,0,0
566,Memorial Medical Center,Short Term Acute Care Hospital,Stanislaus,California,6,99,6099,419,419,35,35,12,0.52277112,19,0
567,Doctors Medical Center Modesto,Short Term Acute Care Hospital,Stanislaus,California,6,99,6099,394,380,22,22,45,0.76146823,16,14
568,Sutter Surgical Hospital North Valley,Short Term Acute Care Hospital,Sutter,California,6,101,6101,14,14,2,2,0,0.22720157,0,0
569,St Elizabeth Community Hospital,Short Term Acute Care Hospital,Tehama,California,6,103,6103,76,49,8,8,0,0.55353647,4,27
570,Trinity Hospital,Critical Access Hospital,Trinity,California,6,105,6105,25,25,4,4,0,0.26060274,1,0
571,Kaweah Delta Medical Center,Short Term Acute Care Hospital,Tulare,California,6,107,6107,448,403,41,41,15,0.67049044,8,45
572,Adventist Health Tulare (FKA Tulare Regional Medical Center),Short Term Acute Care Hospital,Tulare,California,6,107,6107,108,73,14,14,0,0.12417857,3,35
573,Sierra View Medical Center (FKA Sierra View District Hospital),Short Term Acute Care Hospital,Tulare,California,6,107,6107,167,128,10,10,0,0.46206883,6,39
574,Adventist Health Sonora (FKA Sonora Regional Medical Center),Short Term Acute Care Hospital,Tuolumne,California,6,109,6109,72,84,6,6,0,0.48225701,5,-12
575,Adventist Health Simi Valley (FKA Simi Valley Hospital & Health Care Services),Short Term Acute Care Hospital,Ventura,California,6,111,6111,144,144,24,24,8,0.55709666,4,0
576,St Johns Regional Medical Center,Short Term Acute Care Hospital,Ventura,California,6,111,6111,265,242,20,20,16,0.53732592,9,23
577,Ventura County Medical Center,Short Term Acute Care Hospital,Ventura,California,6,111,6111,180,272,52,52,24,0.43028808,3,-92
578,St Johns Pleasant Valley Hospital,Short Term Acute Care Hospital,Ventura,California,6,111,6111,58,58,8,8,0,0.70192462,4,0
579,Community Memorial Hospital,Short Term Acute Care Hospital,Ventura,California,6,111,6111,250,220,21,21,16,0.66550434,4,30
580,Los Robles Health System - Los Robles Regional Medical Center,Short Term Acute Care Hospital,Ventura,California,6,111,6111,321,285,24,24,12,0.69886082,9,36
581,Ojai Valley Community Hospital,Critical Access Hospital,Ventura,California,6,111,6111,25,25,4,4,0,0.33676714,2,0
582,Sutter Davis Hospital,Short Term Acute Care Hospital,Yolo,California,6,113,6113,48,48,6,6,0,0.63316208,3,0
583,Woodland Memorial Hospital,Short Term Acute Care Hospital,Yolo,California,6,113,6113,74,77,8,8,0,0.34146783,4,-3
584,Rideout - Adventist Health and Rideout (FKA Rideout Memorial Hospital),Short Term Acute Care Hospital,Yuba,California,6,115,6115,221,149,24,24,6,0.70734745,12,72
585,Platte Valley Medical Center,Short Term Acute Care Hospital,Adams,Colorado,8,1,8001,98,89,8,8,16,0.30715716,2,9
586,UCHealth University of Colorado Hospital,Short Term Acute Care Hospital,Adams,Colorado,8,1,8001,698,667,144,144,50,0.81625974,20,31
587,North Suburban Medical Center,Short Term Acute Care Hospital,Adams,Colorado,8,1,8001,157,139,16,16,0,0.56446242,5,18
588,Childrens Hospital Colorado - Anschutz Medical Campus,Childrens Hospital,Adams,Colorado,8,1,8001,444,432,36,36,82,0.60192978,5,12
589,SLV Health Regional Medical Center,Short Term Acute Care Hospital,Alamosa,Colorado,8,3,8003,49,49,6,6,0,0.35535854,2,0
590,The Medical Center of Aurora - Main Campus,Short Term Acute Care Hospital,Arapahoe,Colorado,8,5,8005,346,306,45,45,14,0.65194535,8,40
591,Swedish Medical Center,Short Term Acute Care Hospital,Arapahoe,Colorado,8,5,8005,408,327,58,58,17,0.76445752,10,81
592,Sky Ridge Medical Center,Short Term Acute Care Hospital,Douglas,Colorado,8,35,8035,284,284,30,30,28,0.5923543,4,0
593,Littleton Adventist Hospital,Short Term Acute Care Hospital,Arapahoe,Colorado,8,5,8005,231,159,24,24,14,0.65855086,4,72
594,Pagosa Springs Medical Center (FKA Pagosa Mountain Hospital),Critical Access Hospital,Archuleta,Colorado,8,7,8007,11,11,2,2,0,0.26500621,1,0
595,Good Samaritan Medical Center (FKA Exempla Good Samaritan Medical Center LLC),Short Term Acute Care Hospital,Boulder,Colorado,8,13,8013,234,183,24,24,12,0.65148586,6,51
596,Avista Adventist Hospital,Short Term Acute Care Hospital,Boulder,Colorado,8,13,8013,114,108,8,8,26,0.32947743,2,6
597,Longmont United Hospital,Short Term Acute Care Hospital,Boulder,Colorado,8,13,8013,186,116,16,16,6,0.40769958,2,70
598,Heart of the Rockies Regional Medical Center,Critical Access Hospital,Chaffee,Colorado,8,15,8015,25,25,2,2,0,0.43364385,2,0
599,Keefe Memorial Hospital,Short Term Acute Care Hospital,Cheyenne,Colorado,8,17,8017,25,11,2,2,0,0.074719802,1,14
600,Delta County Memorial Hospital,Short Term Acute Care Hospital,Delta,Colorado,8,29,8029,49,49,6,6,0,0.2581493,2,0
601,National Jewish Health,Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,46,12,4,4,0,0.10223133,2,34
602,Rose Medical Center,Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,422,226,35,35,24,0.50159794,5,196
603,Porter Adventist Hospital,Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,368,180,36,36,0,0.45159817,3,188
